proteinID,gram
A0A2Z4Q123,0
A0A2Z4Q128,1
A0A2Z4Q150,1
A0A2Z4Q1A4,1
A0A2Z4Q1Q0,1
A0A2Z4Q1Q2,1
A0A2Z4Q1Y2,1
A0A2Z4Q2C1,0
A0A2Z4Q2H2,1
A0A2Z4Q3E7,1
A0A2Z4Q3T0,1
A0A2Z4Q4C7,1
A0A2Z4Q4D3,0
A0A2Z4Q4F2,1
A0A2Z4Q4M1,1
A0A2Z4Q4S3,1
A0A2Z4Q4Y3,1
A0A2Z4Q5C9,1
A0A2Z4Q5M5,1
A0A2Z4Q613,1
A0A2Z4Q627,1
A0A2Z4Q640,1
A0A2Z4Q6U3,1
A0A2Z4Q731,1
A0A2Z4Q777,1
A0A2Z4Q7B1,1
A0A2Z4Q7D8,1
A0A2Z4Q7L4,1
A0A2Z4Q823,1
A0A2Z4Q8H8,1
A0A2Z4Q8M9,1
A0A2Z4Q8R8,1
A0A2Z4Q8W9,1
A0A2Z4Q942,1
A0A2Z4QAI3,0
A0A2Z4QAM1,1
A0A2Z4QAY5,1
A0A2Z4QB05,0
A0A2Z4QB52,1
A0A2Z4QBA7,1
A0A2Z4QBH3,1
A0A2Z4QBH5,1
A0A2Z4QBI6,1
A0A2Z4QBQ0,1
A0A2Z4QBW0,1
A0A2Z4QC13,1
A0A2Z4QC35,1
A0A2Z4QC88,1
A0A2Z4QC94,1
A0A2Z4QCS4,0
A0A2Z4QCV4,0
A0A2Z4QE46,0
A0A2Z4QEB8,0
A0A2Z4QEK4,0
A0A2Z4QEZ3,0
A0A2Z4QFL1,0
A0A2Z4QFL8,0
A0A2Z4QFN7,0
A0A2Z4QFR3,0
A0A2Z4QFY2,0
A0A2Z4QGE6,0
A0A2Z4QGM7,0
A0A2Z4QHJ1,0
A0A2Z4QHK0,0
A0A2Z4QHU5,0
A0A2Z4QIN2,1
A0A2Z4QIX7,1
A0A2Z4QJC6,0
A0A2Z5H035,0
A0A2Z5H0H6,1
A0A2Z5H0J6,1
A0A2Z5H0T0,1
A0A2Z5H107,1
A0A2Z5H1E3,1
A0A2Z5H1M8,1
A0A2Z5H220,1
A0A2Z5H2J7,1
A0A2Z5H2Q9,0
A0A2Z5H386,1
A0A2Z5H3G7,0
A0A2Z5H406,0
A0A2Z5H449,1
A0A2Z5H4F5,1
A0A2Z5H4I5,0
A0A2Z5H4J3,1
A0A2Z5H537,0
A0A2Z5H579,1
A0A2Z5H5J0,1
A0A2Z5H5Q4,1
A0A2Z5H605,1
A0A2Z5H637,1
A0A2Z5H6C2,1
A0A2Z5H6D8,1
A0A2Z5H6J1,1
A0A2Z5H704,1
A0A2Z5H7J5,1
A0A2Z5H7U2,1
A0A2Z5H8S4,1
A0A2Z5H8V1,1
A0A2Z5HAY2,1
A0A2Z5HB15,1
A0A2Z5HBY9,1
A0A2Z5HC51,0
A0A2Z5HCE3,1
A0A2Z5HD49,1
A0A2Z5HDR3,1
A0A2Z5HEM8,1
A0A2Z5HEN4,1
A0A2Z5HEY5,1
A0A2Z5HF41,0
A0A2Z5HF92,1
A0A2Z5HF94,1
A0A2Z5HF97,1
A0A2Z5HHF3,0
A0A2Z5HHI9,0
A0A2Z5HHK1,0
A0A2Z5HHT8,0
A0A2Z5HI29,0
A0A2Z5HI76,0
A0A2Z5HI99,0
A0A2Z5HIQ0,0
A0A2Z5HJJ1,0
A0A2Z5HK36,0
A0A2Z5HK95,0
A0A2Z5HKI1,0
A0A2Z5HKU3,0
A0A2Z5HLK6,0
A0A2Z5HME0,0
A0A2Z5HMG8,0
A0A2Z5HMT3,0
A0A2Z5HMU1,0
A0A2Z5HND7,0
A0A2Z5HNJ3,0
A0A2Z5HNK7,0
A0A2Z5HP14,0
A0A2Z5HP76,0
A0A2Z5HPE8,0
A0A2Z5HPI7,0
A0A2Z5HPS3,0
A0A2Z5HQ90,0
A0A2Z5HQN5,0
A0A2Z5HQR2,0
A0A2Z5HQY4,0
A0A2Z5HRA9,0
A0A2Z5HRG3,1
A0A2Z5HRM4,0
A0A2Z5HSB9,0
A0A2Z5HSC8,0
A0A2Z5HSD9,0
A0A2Z5HSN1,0
A0A2Z5HTF1,0
A0A2Z5WJX8,0
A0A2Z5WJY6,0
A0A2Z5WKM3,0
A0A2Z5WKN3,0
A0A2Z5WKN9,0
A0A2Z5X8F8,1
A0A2Z5X8L4,1
A0A2Z5XBK4,1
A0A2Z5XBM2,1
A0A2Z5XBV6,1
A0A2Z5XC42,1
A0A2Z5XCX2,1
A0A2Z5XV53,1
A0A2Z5XVD5,1
A0A2Z5XVP6,1
A0A2Z5YQJ1,1
A0A2Z5ZCH0,0
A0A2Z5ZCI7,0
A0A2Z6BEJ9,1
A0A2Z6C8E4,0
A0A2Z6C903,0
A0A2Z6FZA5,1
A0A2Z6FZW5,1
A0A343JN88,1
A0A343JN90,1
A0A343JNE3,1
A0A343JNI9,1
A0A343JNJ0,1
A0A343JNP9,1
A0A343JNU7,1
A0A343JNU8,1
A0A343JP05,1
A0A343JP53,1
A0A343JPA8,1
A0A343JPG9,1
A0A343JPH0,1
A0A343JPM8,1
A0A343JPM9,1
A0A343JPT7,1
A0A343JPY4,1
A0A343JPY5,1
A0A343JQ36,1
A0A343JQ37,1
A0A343JQ90,1
A0A343JQ91,1
A0A343JQE1,1
A0A343JQI7,1
A0A343JQI8,1
A0A343JQP1,1
A0A343JQP2,1
A0A343JQU2,1
A0A343JQU3,1
A0A343JQZ6,1
A0A343KJY5,0
A0A343S183,0
A0A343UT88,0
A0A343X847,1
A0A344UBY9,0
A0A345ANS5,0
A0A345ANX8,1
A0A345AP02,1
A0A345API3,1
A0A345APK8,1
A0A345AQ64,1
A0A345AQC9,1
A0A345AQF2,0
A0A345AQJ1,1
A0A345AQQ9,1
A0A345AR29,1
A0A345AR88,1
A0A345ARF2,0
A0A345ARI4,1
A0A345ARQ6,1
A0A345ARX6,1
A0A345AS42,1
A0A345ASB3,1
A0A345ASH8,1
A0A345ASR5,1
A0A345AT03,1
A0A345AT69,1
A0A345ATD6,1
A0A345ATK2,1
A0A345ATT8,1
A0A345AU12,1
A0A345AU78,1
A0A345AUE3,1
A0A345AUK2,0
A0A345AUX5,0
A0A345AVC1,0
A0A345AVF2,1
A0A345AVP6,1
A0A345AVY6,1
A0A345AXB2,0
A0A345AXF6,0
A0A345AXR0,1
A0A345AYL4,0
A0A345AYT3,1
A0A345AZ96,0
A0A345AZA5,0
A0A345AZS4,1
A0A345BLI3,0
A0A345BLM7,0
A0A345BLY5,0
A0A345BM58,1
A0A345BMQ5,1
A0A345BMZ2,1
A0A345BSH2,0
A0A345BSI1,0
A0A345GT66,1
A0A345GT70,1
A0A345GTN0,1
A0A345GTZ6,0
A0A345KKQ5,1
A0A345KL06,1
A0A345KL14,1
A0A345KL46,1
A0A345KLH4,1
A0A345KLP6,1
A0A345KLV8,1
A0A345KM06,1
A0A345KM90,1
A0A345KMK2,1
A0A345KMT0,1
A0A345KN64,1
A0A345KNE8,1
A0A345KNN6,1
A0A345KNZ1,1
A0A345KP36,1
A0A345KPF3,1
A0A345KPK5,1
A0A345KPV9,1
A0A345KQ17,1
A0A345KQ74,1
A0A345KQI1,1
A0A345KQP7,1
A0A345KQU9,1
A0A345KR68,1
A0A345KRD0,1
A0A345KRQ9,1
A0A345KRY4,1
A0A345KS84,1
A0A345KSH7,1
A0A345KSS6,1
A0A345KSY9,1
A0A345KTA3,1
A0A345KTI6,1
A0A345KTX9,1
A0A345KUB7,1
A0A345KUG3,1
A0A345KUQ1,1
A0A345KV15,1
A0A345KV98,1
A0A345KVK8,1
A0A345KVV7,1
A0A345KW49,1
A0A345KWK5,1
A0A345KWR8,1
A0A345KXJ3,1
A0A345KXQ8,1
A0A345KY04,1
A0A345KYC7,1
A0A345KYL1,1
A0A345KZA0,1
A0A345KZK8,1
A0A345L0I4,1
A0A345L0S2,1
A0A345L129,1
A0A345L130,1
A0A345L1B9,1
A0A345L1L1,1
A0A345L1L5,1
A0A345L231,1
A0A345L2B9,1
A0A345L2C1,1
A0A345L2H6,1
A0A345L2R1,1
A0A345L310,1
A0A345L3C9,1
A0A345L3D0,1
A0A345L3Z7,1
A0A345L491,1
A0A345L4X5,1
A0A345L4X6,1
A0A345L528,1
A0A345L5D5,1
A0A345L5Y8,1
A0A345L6P3,0
A0A345M411,1
A0A345M412,1
A0A345M429,1
A0A345M4C7,1
A0A345M4C8,1
A0A345M4F3,1
A0A345M4F4,1
A0A345M4H9,1
A0A345M4I0,1
A0A345M528,1
A0A345M596,1
A0A345M597,1
A0A345M5R7,1
A0A345M5R8,1
A0A345M5X4,1
A0A345M636,1
A0A345M6H3,1
A0A345M6H4,1
A0A345M6N0,1
A0A345M6N1,1
A0A345M6Y6,1
A0A345M6Y7,1
A0A345M702,1
A0A345M708,1
A0A345M7N2,1
A0A345M7S7,1
A0A345M7T2,1
A0A345M8G7,1
A0A345M8H2,1
A0A345M9H2,1
A0A345M9R4,1
A0A345M9R9,1
A0A345MAJ4,1
A0A345MAP4,1
A0A345MAV1,1
A0A345MB69,1
A0A345MBG2,1
A0A345MBR4,1
A0A345MC09,1
A0A345MCG4,1
A0A345MCG5,1
A0A345MCN5,1
A0A345MCZ0,0
A0A345MDN1,1
A0A345MDV2,1
A0A345MDV6,1
A0A345MEC8,1
A0A345MES3,1
A0A345MF39,1
A0A345MFF3,1
A0A345MFL4,1
A0A345MFX4,1
A0A345MG85,1
A0A345MG90,1
A0A345MGX5,1
A0A345MH77,1
A0A345MH82,1
A0A345MI49,1
A0A345MID4,1
A0A345MIN7,1
A0A345MIN8,1
A0A345MJB2,1
A0A345MJQ8,1
A0A345MK47,1
A0A345MKE4,1
A0A346FBC1,1
A0A346FBK7,1
A0A346FBX0,1
A0A346FC93,1
A0A346FCL4,1
A0A346FD11,1
A0A346FDB4,0
A0A346FDZ5,1
A0A346FE74,0
A0A346FHP8,0
A0A346FHS8,0
A0A346FIJ7,0
A0A346FJ71,0
A0A346FJK1,0
A0A346FJK3,0
A0A346FK38,1
A0A346FKG7,0
A0A346HW46,0
A0A346N934,1
A0A346TNH1,1
A0A348JCV1,0
A0A384SII7,0
A0A384SIJ5,0
A0A384SIU4,0
A0A384SL19,0
A0A384SLF9,0
A0A384SZT5,0
A0A384T8F3,0
A0A384T8M3,0
A0A384T8M6,0
A0A384T9D8,0
A0A384TAV0,0
A0A384TD43,0
A0A384TDB0,0
A0A384TF23,0
A0A384UH61,0
A0A384UIY2,0
A0A384WIG2,0
A0A384WJ38,0
A0A384WJ71,0
A0A384WK54,0
A0A384WX53,0
A0A384WYL7,0
A0A384WZ35,0
A0A384X998,1
A0A384X9J7,1
A0A384ZRV0,0
A0A384ZS01,0
A0A384ZU43,0
A0A384ZVV7,0
A0A384ZWH7,0
A0A384ZWT7,0
A0A384ZXC2,0
A0A384ZXQ7,0
A0A384ZYC7,0
A0A384ZZA0,0
A0A384ZZH7,0
A0A385A117,0
A0A385CZN7,1
A0A385CZZ1,1
A0A385D0Q1,1
A0A385D144,1
A0A385D1K5,1
A0A385D1L3,1
A0A385D1U0,1
A0A385D246,1
A0A385D2I4,1
A0A385D2Z7,1
A0A385D3B0,1
A0A385D3E5,1
A0A385D3Q2,1
A0A385D503,1
A0A385D586,1
A0A385DN04,1
A0A385DN10,1
A0A385DNK0,1
A0A385DNT4,1
A0A385DPB9,1
A0A385DQI6,1
A0A385DR42,1
A0A385DR99,1
A0A385DRD3,1
A0A385DRR9,1
A0A385DS07,1
A0A385DS08,1
A0A385DS23,1
A0A385DSB3,1
A0A385DSJ0,1
A0A385DSL3,1
A0A385DTM7,1
A0A385DTS0,1
A0A385DU67,1
A0A385DV03,1
A0A385DV82,1
A0A385DVK0,1
A0A385DVT4,0
A0A385DWK4,1
A0A385DWQ6,1
A0A385DWR7,1
A0A385DWZ8,1
A0A385DX05,1
A0A385DXD2,1
A0A385DXV8,1
A0A385DY77,1
A0A385DZ80,1
A0A385DZ81,1
A0A385DZA2,1
A0A385DZG3,1
A0A385DZG8,1
A0A385DZN0,1
A0A385DZZ5,1
A0A385E048,1
A0A385E0E1,1
A0A385E0G9,1
A0A385E0L2,1
A0A385E0L9,1
A0A385E1A3,1
A0A385E1C5,1
A0A385E1E5,1
A0A385E1X5,1
A0A385E7J7,1
A0A385E872,0
A0A385E984,1
A0A385E9F7,0
A0A385EA26,1
A0A385EAG5,1
A0A385EAH6,0
A0A385EAS7,0
A0A385EBE1,0
A0A385EBE6,0
A0A385EBE8,0
A0A385EE77,0
A0A385EF89,0
A0A385EFM1,0
A0A385EFZ0,0
A0A385EH01,0
A0A385EH56,0
A0A385EH77,0
A0A385F1X1,0
A0A385IEG2,0
A0A385IEK9,0
A0A385IFJ8,0
A0A385IFR3,0
A0A385IFT5,0
A0A385IFZ3,0
A0A385IG51,0
A0A385IGA6,0
A0A385IGH5,0
A0A385IGT7,0
A0A385IH11,0
A0A385IIA5,0
A0A385IIC0,0
A0A385IIP2,0
A0A385IJD4,1
A0A385IJQ9,1
A0A385IJZ8,1
A0A385IKI2,0
A0A385IKP2,1
A0A385IKQ3,1
A0A385IND9,0
A0A385IPB4,0
A0A385IPD3,0
A0A385IPE2,0
A0A385IPL2,0
A0A385IQ79,0
A0A385IQF3,1
A0A385IR20,1
A0A385IRL8,1
A0A385IRS4,0
A0A385IS16,0
A0A385ISM9,0
A0A385ISV1,1
A0A385IT93,0
A0A385ITA0,0
A0A385ITU1,0
A0A385ITU4,0
A0A385ITX1,0
A0A385UBR6,1
A0A385UBV3,1
A0A385UCH8,1
A0A385UCI0,1
A0A385UDM1,1
A0A385UDQ0,1
A0A385UDV3,1
A0A385UED9,1
A0A385UEY8,1
A0A385UFA7,1
A0A385UFJ7,1
A0A385UFM0,1
A0A385UGL0,1
A0A385UI13,1
A0A385UI25,1
A0A385UK50,1
A0A385UKB3,1
A0A385UKB6,1
A0A385UKD1,1
A0A385UKG1,1
A0A385UL34,1
A0A386K3R8,0
A0A386K4X5,0
A0A386K4Y0,0
A0A386K5F6,0
A0A386K5M0,0
A0A386K5T5,0
A0A386K604,0
A0A386K6X8,0
A0A386K770,0
A0A386K776,1
A0A386K7B0,0
A0A386K7V4,1
A0A386K7V8,1
A0A386K7Y2,1
A0A386K875,1
A0A386K889,0
A0A386K8H2,1
A0A386K8Z8,0
A0A386K918,1
A0A386K9K8,1
A0A386K9S6,1
A0A386KAC4,1
A0A386KAF4,1
A0A386KAJ2,1
A0A386KB78,1
A0A386KBJ2,1
A0A386KC63,1
A0A386KCE5,0
A0A386KD12,1
A0A386KD63,1
A0A386KDH5,0
A0A386KDK6,1
A0A386KDM0,1
A0A386KES0,0
A0A386KF82,1
A0A386KFG9,1
A0A386KFM4,1
A0A386KFT4,1
A0A386KG26,1
A0A386KG47,1
A0A386KG61,1
A0A386KGN5,1
A0A386KGP3,1
A0A386KGU4,1
A0A386KGW9,1
A0A386KGY5,1
A0A386KGY7,1
A0A386KH92,1
A0A386KHB6,1
A0A386KHH0,1
A0A386KHM4,1
A0A386KHZ4,1
A0A386KI47,1
A0A386KJ13,0
A0A386KJF2,0
A0A386KJS9,0
A0A386KK39,1
A0A386KKD6,1
A0A386KL08,0
A0A386KLA0,0
A0A386KLQ0,0
A0A386KLR3,0
A0A386KMI0,1
A0A386KMI9,1
A0A386KMS3,1
A0A386KNA8,1
A0A386KNG9,1
A0A386KNJ3,1
A0A386KNX3,1
A0A386KP38,1
A0A386KP63,1
A0A386KP75,1
A0A386KPD5,1
A0A386KPJ2,1
A0A386KQ61,1
A0A386KQB0,1
A0A386KQY2,1
A0A386KRK6,1
A0A386KRM7,1
A0A386KRX7,1
A0A386KSS7,1
A0A386KT13,1
A0A3B6XHD1,1
A0A3B8DIM4,0
A0A3B8DIS2,0
A0A3B8DJ19,0
A0A3B8DJU3,1
A0A3B8DK34,0
A0A3B8DKH0,1
A0A3B8DKK9,0
A0A3B8DKS2,0
A0A3B8DLH0,0
A0A3B8DLL9,0
A0A3B8DM02,1
A0A3B8DM50,1
A0A3B8DXE6,0
A0A3B8DXR3,1
A0A3B8DYV1,1
A0A3B8DZ61,0
A0A3B8DZQ5,0
A0A3B8E250,1
A0A3B8E5B8,0
A0A3G1E396,1
A0A3G1E3H7,1
A0A3G1FF08,1
A0A3G1FF61,1
A0A3G1FFG4,1
A0A3G1FFS3,1
A0A3G1FFX1,1
A0A3G1FFZ1,1
A0A3G1FG65,1
A0A3G1FG96,1
A0A3G1FGB1,1
A0A3G1FGK5,1
A0A3G1FGQ7,1
A0A3G1FGS0,1
A0A3G1FH49,1
A0A3G1FHJ2,1
A0A3G1FHM3,1
A0A3G1GLF3,0
A0A3G1GLJ4,0
A0A3G1I5S8,1
A0A3G1I5V6,1
A0A3G1IX81,1
A0A3G1IX87,1
A0A3G1IX95,1
A0A3G1L2Y1,0
A0A3G1L3E6,0
A0A3G1LE45,1
A0A3G1LE67,1
A0A3G1LEC2,1
A0A3G1LEF9,1
A0A3G1LVI7,1
A0A3G1LVJ4,1
A0A3G1LVL2,1
A0A3G1NE63,1
A0A3G1QTH9,0
A0A3G1RPM5,0
A0A3G1SV15,1
A0A3G1TJB1,0
A0A3G2K910,0
A0A3G2K911,0
A0A3G2K9J1,0
A0A3G2K9K0,0
A0A3G2KA11,1
A0A3G2KAD5,1
A0A3G2KAW3,0
A0A3G2KBE0,0
A0A3G2KBN6,0
A0A3G2KBV1,0
A0A3G2KBW7,0
A0A3G2KCK8,1
A0A3G2KCP6,1
A0A3G2KCW1,1
A0A3G2KCX9,1
A0A3G2KD16,1
A0A3G2KD90,1
A0A3G2KDJ2,1
A0A3G2KDX8,1
A0A3G2KE64,1
A0A3G2KER3,1
A0A3G2KET2,1
A0A3G2KEZ6,1
A0A3G2KF58,1
A0A3G2KFA3,1
A0A3G2KFM1,1
A0A3G2KFZ3,1
A0A3G2KG67,1
A0A3G2KGI5,1
A0A3G2KGU1,1
A0A3G2KH20,1
A0A3G2KH82,1
A0A3G2KHG7,1
A0A3G2KHR7,1
A0A3G2KHX0,1
A0A3G2KI32,1
A0A3G2KIN3,1
A0A3G2KIR8,1
A0A3G2KJ81,1
A0A3G2KJ82,1
A0A3G2KJH4,1
A0A3G2YRE2,0
A0A3G2YRQ1,0
A0A3G2YS90,0
A0A3G2YSA4,0
A0A3G2YSI2,1
A0A3G2YSJ7,1
A0A3G2YSK6,1
A0A3G2YSM1,1
A0A3G2YSM9,1
A0A3G2YSP1,1
A0A3G2YSP8,1
A0A3G2YTL2,0
A0A3G3BVF1,1
A0A3G3BVI7,1
A0A3G3BW17,1
A0A3G3BW47,1
A0A3G3BWD6,1
A0A3G3BWP3,1
A0A3G3BWR1,1
A0A3G3BXC9,0
A0A3G3BXI5,0
A0A3G3BXK0,0
A0A3G3BXM1,0
A0A3G3BXZ4,0
A0A3G3BY37,1
A0A3G3BYS1,0
A0A3G3BZ23,0
A0A3G3BZE0,0
A0A3G3BZH6,1
A0A3G3BZI3,0
A0A3G3BZY9,0
A0A3G3C019,0
A0A3G3LKJ1,1
A0A3G3LW64,1
A0A3G3LWD9,1
A0A3G3LWH1,1
A0A3G3LWM5,1
A0A3G3LX55,1
A0A3G3LXC7,1
A0A3G3LY06,1
A0A3G3LY09,1
A0A3G3LYE7,1
A0A3G3LYI7,1
A0A3G3LYQ8,1
A0A3G3LZ22,1
A0A3G3LZM9,1
A0A3G3M0R1,1
A0A3G3M0S2,1
A0A3G3M107,1
A0A3G3M1Q8,1
A0A3G3M1W9,1
A0A3G3M3C4,1
A0A3G3M3K7,1
A0A3G3M468,0
A0A3G3M4U5,1
A0A3G3M601,0
A0A3G3M6D6,1
A0A3G3M6P8,0
A0A3G3M745,0
A0A3G3M753,0
A0A3G3M7B4,1
A0A3G3M7Z6,1
A0A3G3M8B4,1
A0A3G3M8C8,0
A0A3G3M8V6,1
A0A3G3M912,1
A0A3G3M9A6,1
A0A3G3M9B3,1
A0A3G3M9H3,1
A0A3G3M9P4,1
A0A3G3MA99,1
A0A3G3MAC6,1
A0A3G3MAD2,1
A0A3G3MAW0,1
A0A3G3MB06,1
A0A3G3MB35,1
A0A3G3MBD4,0
A0A3G3MBE4,0
A0A3G3MC21,0
A0A3G3MC26,0
A0A3G3MCN9,0
A0A3G6JGS6,1
A0A3G6JGZ1,1
A0A3G6JGZ9,1
A0A3G6JME2,1
A0A3G6K3W4,1
A0A3G6V8P1,1
A0A3G6V8U4,1
A0A3G8F0Y3,0
A0A3G8F1H7,0
A0A3G8F2G6,0
A0A3G8F2K6,0
A0A3G8F2L7,1
A0A3G8F2M1,0
A0A3G8F2Y5,0
A0A3G8F372,0
A0A3G8F3A2,0
A0A3G8F446,0
A0A3G8F4V2,1
A0A3G8F510,1
A0A3G8F516,0
A0A3G8F517,1
A0A3G8F584,1
A0A3G8F5D9,0
A0A3G8F5L1,0
A0A3G8F5V3,0
A0A3G8F6B0,1
A0A3G8F6E0,1
A0A3G8F6I4,1
A0A3G8F6N9,1
A0A3G8F6V1,1
A0A3G8F796,1
A0A3G8F7A0,1
A0A3G8F7A2,1
A0A3G8F7G9,1
A0A3G8F7L2,1
A0A3G8F7Q7,1
A0A3G8F7Z5,1
A0A3G8F815,1
A0A3G8F898,1
A0A3G8F8E0,1
A0A3G8F8P1,1
A0A3G8F8P4,1
A0A3G8F8T5,1
A0A3G8F921,1
A0A3G8F974,1
A0A3G8F9A0,1
A0A3G8F9B1,1
A0A3G8F9H7,1
A0A3G8F9U6,1
A0A3G8FA49,1
A0A3G8FAE2,1
A0A3G8FAG5,1
A0A3G8FAH1,1
A0A3G8FAT6,1
A0A3G8FAV5,1
A0A3G8FAW1,1
A0A3G8FBA9,1
A0A3G8FBB3,1
A0A3G8FBN0,1
A0A3G8FBN5,1
A0A3G8FBS4,1
A0A3G8FBX3,1
A0A3G8FBZ7,1
A0A3G8FC65,1
A0A3G8FCB0,1
A0A3G8FCI8,1
A0A3G8FCL0,1
A0A3G8FCP4,1
A0A3G8FCV4,1
A0A3G8FD45,1
A0A3G8FD48,1
A0A3G8FD49,1
A0A3G8FDB6,1
A0A3G8FDG2,1
A0A3G8FDJ6,1
A0A3G8FDN2,1
A0A3G8FDP2,1
A0A3G8FE41,1
A0A3G8FE73,1
A0A3G8FEN5,1
A0A3G8FF14,1
A0A3G8FF75,1
A0A3G8FFK2,1
A0A3G8FFL9,1
A0A3G8FFV5,1
A0A3G8FG49,1
A0A3G8FGB5,1
A0A3G8FGT0,0
A0A3G8FH23,0
A0A3G8FHD2,0
A0A3G8FHF6,1
A0A3G8FHM7,0
A0A3G8FHZ3,0
A0A3G8FI06,0
A0A3G8FI38,1
A0A3G8FI95,0
A0A3G8FIK0,0
A0A3G8FIT4,0
A0A3G8FIZ0,0
A0A3G8FJ02,0
A0A3G8FJ32,0
A0A3G8FJ64,0
A0A3G8FJG9,1
A0A3G8FJX8,1
A0A3G8FK32,0
A0A3G8FK79,0
A0A3G8FKJ0,0
A0A3G8FL16,1
A0A3G8FL24,0
A0A3G8FLE1,1
A0A3G8FLQ8,1
A0A3G8FLV8,1
A0A3G8FLV9,0
A0A3G8FLZ5,0
A0A3G8FMH8,1
A0A3G8FMS9,1
A0A3G8FNF9,1
A0A3G8FP84,1
A0A3G8FPG7,1
A0A3G8FPQ6,1
A0A3G8FQ98,1
A0A3G8FQT3,1
A0A3G8FR37,1
A0A3G8FRG1,1
A0A3G8FRV9,1
A0A3G8FS48,1
A0A3G8FS50,1
A0A3G8FSC8,1
A0A3G8FT51,1
A0A3G8FT87,1
A0A3G8FTQ8,1
A0A3G8FTU8,1
A0A3G8FTV5,1
A0A3G8FU56,1
A0A3G8FU95,1
A0A3G8FUI7,1
A0A3G8FUS1,1
A0A3G8FV04,1
A0A3G8FV53,1
A0A3G8FVK0,1
A0A3G9DSU8,0
A0A3G9GQ99,0
A0A3G9GR90,0
A0A3P4A619,0
A0A3P4A7D3,0
A0A3P4A7X9,0
A0A3P4A915,0
A0A3P4ABJ8,0
A0A3Q8BY86,0
A0A3Q8CA00,1
A0A3Q8CHX2,1
A0A3Q8D154,0
A0A3Q8HD45,1
A0A3Q8HDD3,1
A0A3Q8HNQ9,1
A0A3Q8HXZ0,1
A0A3Q8HZL4,1
A0A3Q8I0X2,0
A0A3Q8I2F5,0
A0A3Q8I6A1,0
A0A3Q8KTS7,0
A0A3Q8L7S6,0
A0A3Q9GFM1,0
A0A3Q9I5D4,0
A0A3Q9R4P2,1
A0A3Q9R4P8,1
A0A3Q9R5S4,0
A0A3Q9R5V9,0
A0A3Q9R6C9,0
A0A3Q9R716,0
A0A3Q9R756,0
A0A3Q9R7E9,1
A0A3Q9R7T7,1
A0A3Q9R8E6,0
A0A3Q9R8M1,1
A0A3Q9R8T6,1
A0A3Q9R8T9,0
A0A3Q9R984,1
A0A3Q9RA55,0
A0A3Q9RAN6,1
A0A3Q9WSD5,0
A0A3S5H0B8,1
A0A3S5H0J4,1
A0A3S5H0Q9,1
A0A3S5H0W5,1
A0A3S5H107,1
A0A3S5H183,1
A0A3S5H1D4,1
A0A3S5H1R4,1
A0A3S5H1T9,1
A0A3S5H1W7,1
A0A3S5H1Z2,1
A0A3S5H217,1
A0A3S5H244,1
A0A3S5H272,1
A0A3S5H2A0,1
A0A3S5H2E6,1
A0A3S5X4F6,1
A0A3S5X4H4,1
A0A3S5X5X3,1
A0A3S5X678,1
A0A3S6HCM1,0
A0A3S6JT48,0
A0A3S6RNH2,0
A0A3S6ZQM9,0
A0A3S7GRX6,0
A0A3S7GUQ8,0
A0A3S7HE29,0
A0A3S7HFC5,0
A0A3S7HI62,0
A0A3S7HIF8,0
A0A3S7HIQ6,0
A0A3S7HPK5,0
A0A3S7I5Y2,0
A0A3S7I6E5,0
A0A3S7I6I3,0
A0A3S7I6N4,0
A0A3S7JLT5,1
A0A3S7JLW7,1
A0A3S7L8K0,0
A0A3S7N8P7,0
A0A3S7R1Z4,0
A0A3S7UNK7,1
A0A3S7UP64,1
A0A3S7UPH0,1
A0A3S7UPH5,1
A0A3S7UPN4,1
A0A3S7W7G1,0
A0A3S7W842,1
A0A3S7W889,1
A0A3S7W8F5,1
A0A3S7W8K6,1
A0A3S7W8T4,1
A0A3S7W913,1
A0A3S7W9A4,1
A0A3S7W9F9,1
A0A3S7W9N4,1
A0A3S7W9X7,1
A0A3S7WA38,1
A0A3S7WA54,1
A0A3S7WBF7,1
A0A3S7WBZ9,1
A0A3S7WC41,1
A0A3S9U7K1,0
A0A3S9U7W0,0
A0A3S9U820,1
A0A3S9U868,0
A0A3S9U8E5,1
A0A3S9U966,1
A0A3S9U9D0,1
A0A3S9U9K3,1
A0A3S9U9Z5,1
A0A3S9UA29,1
A0A3S9UAA8,1
A0A3S9UAG8,1
A0A3S9UAR7,1
A0A3S9UBG3,1
A0A3S9UBM8,1
A0A3S9UBW8,1
A0A3S9UCI8,1
A0A3S9UCQ1,1
A0A3S9UCX9,1
A0A3S9UD29,1
A0A3S9UDJ3,1
A0A3S9UDS2,1
A0A3S9UDY4,1
A0A3S9UE70,1
A0A3S9UEJ0,1
A0A3S9UES1,1
A0A3S9UET5,1
A0A3S9UF36,1
A0A3S9UFI5,1
A0A3S9UFR6,1
A0A3S9UFS0,1
A0A3S9UFX6,1
A0A3S9UG72,1
A0A3S9UGG5,1
A0A3S9UGQ4,1
A0A3S9UGX3,1
A0A3S9UH45,1
A0A3S9UHB4,1
A0A3S9UHP8,1
A0A3S9UHQ2,1
A0A3S9UHZ6,1
A0A3S9UII1,1
A0A3S9UIL7,1
A0A3S9UIR6,1
A0A3S9UJ11,1
A0A3S9UJ71,1
A0A3S9UJF2,1
A0A3S9UJM9,1
A0A3S9UK91,1
A0A3S9UKH0,1
A0A3S9UKJ1,1
